Transaction_Amount,Transaction_Type,Device_Used,Account_Age,Credit_Score,Previous_Fraud,Day,Day_of_Week,Hour,Minute
2150.19,Transfer,ATM,1,528,No,7,Friday,10,46
280.34,Online Payment,POS Terminal,11,521,Yes,18,Saturday,0,49
3683.16,Transfer,ATM,10,536,No,17,Friday,23,22
6884.53,Withdrawal,Web,14,435,No,26,Sunday,23,28
2810.53,Withdrawal,ATM,12,377,No,3,Monday,17,37
6778.18,Transfer,POS Terminal,6,776,Yes,1,Saturday,12,16
4058.61,Transfer,POS Terminal,17,462,No,13,Monday,10,46
4094.55,Transfer,POS Terminal,15,779,Yes,3,Friday,3,55
8406.39,Deposit,Mobile,1,526,Yes,10,Friday,12,57
2946.36,Transfer,Mobile,6,612,Yes,8,Saturday,2,11
1927.06,Withdrawal,Web,4,441,No,5,Wednesday,6,12
958.85,Deposit,POS Terminal,20,824,No,12,Wednesday,18,23
8799.99,Withdrawal,ATM,17,370,Yes,26,Sunday,12,59
5570.32,Withdrawal,Web,10,740,Yes,15,Saturday,18,26
5751.01,Online Payment,ATM,8,369,No,11,Saturday,18,5
2670.75,Withdrawal,POS Terminal,20,615,Yes,14,Friday,17,57
871.29,Deposit,ATM,10,768,No,5,Wednesday,1,2
3044.44,Withdrawal,ATM,19,319,No,27,Monday,18,52
7686.48,Deposit,POS Terminal,20,424,No,24,Friday,22,47
3258.86,Online Payment,ATM,9,696,No,14,Tuesday,7,58
9642.07,Deposit,Web,6,572,No,21,Tuesday,18,49
7346.69,Withdrawal,Web,20,687,Yes,30,Thursday,12,26
808.21,Transfer,Web,4,842,No,4,Saturday,21,53
7916.27,Withdrawal,POS Terminal,16,757,No,4,Saturday,6,4
3375.51,Transfer,Mobile,20,733,Yes,8,Wednesday,13,59
1855.75,Transfer,Mobile,9,639,No,15,Wednesday,11,6
4994.87,Withdrawal,Mobile,14,629,Yes,29,Wednesday,20,15
4579.57,Deposit,POS Terminal,16,663,Yes,8,Saturday,22,53
1317.89,Withdrawal,POS Terminal,11,761,No,5,Sunday,21,42
3840.23,Withdrawal,POS Terminal,15,726,No,30,Thursday,23,24
9085.79,Withdrawal,POS Terminal,4,533,No,13,Thursday,19,31
3966.13,Online Payment,Web,8,517,No,11,Tuesday,17,49
9440.62,Online Payment,POS Terminal,15,513,Yes,15,Wednesday,18,10
3690.42,Deposit,POS Terminal,10,506,No,4,Tuesday,9,52
2067.72,Withdrawal,POS Terminal,15,788,Yes,6,Monday,5,45
5373.49,Online Payment,POS Terminal,18,767,Yes,17,Friday,16,56
2072.91,Online Payment,Mobile,18,353,No,22,Wednesday,18,45
4560.73,Online Payment,Web,4,817,No,9,Sunday,17,5
314.33,Transfer,Web,19,665,No,5,Sunday,12,4
4894.82,Withdrawal,Mobile,15,632,Yes,25,Saturday,21,15
4600.52,Transfer,POS Terminal,19,347,No,9,Sunday,19,41
7542.5,Online Payment,Mobile,16,559,No,5,Sunday,11,14
7894.81,Online Payment,Web,5,528,Yes,7,Tuesday,18,57
6906.51,Transfer,Mobile,11,527,No,7,Friday,12,53
243.1,Withdrawal,Mobile,6,465,Yes,6,Thursday,16,54
908.94,Withdrawal,Web,8,691,No,2,Sunday,18,56
5208.64,Deposit,POS Terminal,18,433,No,2,Thursday,4,23
2018.13,Deposit,ATM,6,838,Yes,25,Saturday,20,32
7266.16,Deposit,ATM,15,831,Yes,31,Friday,10,31
7256.6,Withdrawal,Mobile,12,423,No,10,Monday,14,36
9158.8,Deposit,Web,13,303,No,5,Wednesday,18,51
7399.79,Online Payment,Web,18,514,No,3,Friday,4,13
3022.1,Transfer,Mobile,4,414,Yes,8,Saturday,2,10
3032.31,Deposit,Mobile,11,812,Yes,14,Tuesday,16,33
6221.23,Withdrawal,Web,19,755,Yes,3,Friday,0,55
5474.32,Online Payment,ATM,5,323,Yes,30,Thursday,15,16
1167.14,Online Payment,ATM,19,581,No,13,Monday,13,12
8789.07,Transfer,ATM,13,763,Yes,29,Wednesday,9,59
7240.91,Transfer,Mobile,6,785,Yes,11,Saturday,10,39
8543.34,Online Payment,POS Terminal,4,777,No,12,Wednesday,11,59
3889.86,Online Payment,ATM,13,629,Yes,11,Saturday,17,59
7620.14,Online Payment,Web,8,587,Yes,10,Monday,23,45
3959.12,Transfer,POS Terminal,4,558,No,25,Saturday,2,43
3524.47,Withdrawal,POS Terminal,18,815,Yes,22,Wednesday,12,19
2256.62,Online Payment,Web,2,494,No,16,Thursday,23,42
6255.54,Deposit,ATM,19,316,No,13,Thursday,5,6
126.64,Deposit,ATM,13,376,No,5,Sunday,3,28
9656.23,Transfer,POS Terminal,5,438,Yes,12,Sunday,10,44
6679.74,Transfer,POS Terminal,16,681,No,5,Wednesday,11,39
3058.84,Transfer,ATM,15,567,No,6,Monday,11,32
562.18,Online Payment,ATM,2,375,No,26,Sunday,20,30
1218.95,Deposit,Web,20,318,Yes,7,Friday,4,13
5262.15,Withdrawal,Web,6,477,No,26,Sunday,12,40
4324.44,Transfer,Web,9,777,No,12,Wednesday,22,48
2159.07,Deposit,ATM,13,659,Yes,19,Sunday,12,38
4027.16,Deposit,ATM,19,805,Yes,31,Friday,4,27
5545.48,Online Payment,ATM,8,404,Yes,13,Thursday,17,57
8845.22,Transfer,ATM,14,762,Yes,19,Sunday,1,12
3880.02,Transfer,Mobile,12,794,No,17,Friday,17,13
9716.69,Withdrawal,Mobile,8,504,Yes,20,Monday,9,14
7508.46,Deposit,Web,12,511,Yes,24,Friday,9,7
3980.28,Withdrawal,Web,1,429,Yes,11,Saturday,8,48
7183.73,Withdrawal,Mobile,11,617,No,10,Friday,14,54
3736.27,Withdrawal,ATM,14,509,No,2,Thursday,1,4
3097.32,Transfer,ATM,11,800,Yes,1,Saturday,9,53
994.87,Withdrawal,Web,15,495,Yes,26,Sunday,22,42
3847.05,Transfer,Mobile,10,591,Yes,17,Friday,14,7
578.78,Withdrawal,Mobile,16,705,Yes,27,Monday,14,0
4066.17,Withdrawal,ATM,13,463,Yes,14,Tuesday,2,14
8129.94,Transfer,ATM,8,827,Yes,9,Thursday,18,3
2211.09,Online Payment,POS Terminal,9,350,No,1,Wednesday,2,46
992.94,Withdrawal,Web,4,662,No,23,Thursday,11,57
827.09,Transfer,POS Terminal,8,605,No,5,Wednesday,18,25
3590.85,Deposit,POS Terminal,20,804,Yes,2,Sunday,10,41
7417.18,Online Payment,Web,5,732,Yes,16,Thursday,12,35
1290.88,Online Payment,Web,15,664,Yes,31,Friday,1,59
8515.01,Deposit,ATM,4,460,Yes,26,Sunday,14,57
3463.36,Transfer,POS Terminal,1,820,No,29,Wednesday,17,14
1002.09,Online Payment,ATM,20,400,Yes,31,Friday,14,34
1015.17,Withdrawal,Mobile,19,440,Yes,18,Saturday,6,23
6437.72,Transfer,POS Terminal,11,602,Yes,9,Thursday,15,21
6796.15,Online Payment,POS Terminal,6,414,Yes,11,Saturday,6,38
6828.29,Deposit,ATM,11,677,No,4,Tuesday,22,24
5003.83,Online Payment,POS Terminal,14,683,No,9,Thursday,6,50
8117.63,Transfer,POS Terminal,19,760,No,11,Saturday,12,48
9465.29,Deposit,ATM,14,381,Yes,16,Thursday,10,27
6276.13,Online Payment,Web,3,444,No,5,Wednesday,6,41
1031.65,Withdrawal,ATM,6,477,No,2,Thursday,23,39
4406.65,Deposit,Web,20,517,Yes,4,Saturday,13,41
7407.83,Online Payment,Web,12,314,No,25,Saturday,0,44
523.87,Online Payment,ATM,17,770,Yes,3,Friday,23,51
544.15,Deposit,POS Terminal,8,478,Yes,8,Wednesday,4,27
8385.13,Deposit,Mobile,1,308,Yes,25,Saturday,10,16
4026.04,Transfer,Web,20,754,No,13,Thursday,20,27
3620.64,Transfer,ATM,10,761,No,25,Saturday,23,1
2324.16,Withdrawal,ATM,10,551,No,23,Thursday,22,56
7618.07,Withdrawal,Web,7,764,Yes,5,Wednesday,18,16
1753.12,Online Payment,Web,9,680,No,12,Sunday,22,4
9631.76,Withdrawal,ATM,12,345,Yes,17,Friday,16,10
3017.47,Online Payment,POS Terminal,10,728,No,7,Tuesday,5,38
3358.73,Online Payment,ATM,15,627,No,5,Sunday,20,28
6637.38,Transfer,Mobile,15,421,No,1,Saturday,11,42
9029.88,Transfer,Web,10,602,Yes,9,Sunday,13,45
6137.91,Deposit,Mobile,9,557,No,10,Monday,12,44
3153.34,Withdrawal,Web,5,387,No,28,Tuesday,21,9
6739.7,Transfer,Mobile,10,795,Yes,16,Sunday,0,11
8058.61,Online Payment,Web,13,778,Yes,2,Thursday,18,11
270.96,Deposit,Web,15,553,Yes,18,Saturday,9,2
8187.77,Transfer,Web,10,441,No,12,Wednesday,5,54
5561.66,Online Payment,Mobile,19,637,Yes,26,Sunday,21,49
9236.62,Transfer,POS Terminal,5,541,No,27,Monday,13,22
4735.32,Deposit,Mobile,16,329,Yes,7,Tuesday,15,26
5508.56,Withdrawal,Mobile,13,710,Yes,5,Sunday,14,4
1946.81,Deposit,POS Terminal,13,700,No,10,Monday,14,0
6454.95,Withdrawal,Mobile,9,524,No,7,Tuesday,13,57
377.09,Transfer,Web,14,842,Yes,10,Monday,20,13
719.89,Online Payment,ATM,12,678,No,3,Monday,15,23
218.5,Withdrawal,Web,16,587,No,7,Friday,19,10
1109.77,Transfer,Web,17,621,No,2,Sunday,18,55
9882.46,Deposit,Web,11,369,No,3,Monday,7,11
1613.66,Deposit,Web,18,585,No,12,Wednesday,10,10
6684.17,Withdrawal,ATM,8,709,No,8,Wednesday,11,22
4722.41,Withdrawal,ATM,12,589,No,28,Tuesday,11,23
1841.21,Online Payment,Mobile,1,626,Yes,12,Sunday,8,35
6910.63,Online Payment,Mobile,17,613,Yes,30,Thursday,23,17
306.94,Withdrawal,ATM,13,400,Yes,10,Friday,17,25
3753.79,Withdrawal,POS Terminal,5,748,Yes,11,Tuesday,13,18
5208.47,Transfer,ATM,18,332,No,6,Thursday,23,44
5485.25,Online Payment,POS Terminal,14,797,No,27,Monday,23,41
2407.07,Withdrawal,ATM,14,563,Yes,6,Thursday,7,16
2525.97,Transfer,POS Terminal,6,713,No,4,Saturday,7,27
2576.39,Online Payment,ATM,3,422,No,1,Wednesday,21,38
2226.9,Deposit,ATM,10,791,Yes,7,Tuesday,1,48
7531.66,Online Payment,Mobile,4,462,No,26,Sunday,1,13
6276.51,Deposit,POS Terminal,11,537,Yes,30,Thursday,0,1
1438.03,Online Payment,ATM,10,781,Yes,12,Sunday,4,7
7483.87,Deposit,Web,2,765,No,10,Monday,9,11
8277.49,Online Payment,Web,4,615,Yes,29,Wednesday,14,28
8772.94,Withdrawal,Web,4,533,No,15,Saturday,2,58
6587.37,Deposit,Mobile,5,847,No,28,Tuesday,5,14
4989.29,Online Payment,POS Terminal,16,648,Yes,19,Sunday,18,32
6605.93,Withdrawal,Mobile,9,450,Yes,8,Saturday,11,43
214.61,Online Payment,Mobile,14,354,Yes,12,Wednesday,22,44
9834.23,Withdrawal,Mobile,19,769,No,21,Tuesday,23,5
3911.74,Online Payment,POS Terminal,15,516,No,15,Wednesday,5,10
4239.48,Withdrawal,Mobile,8,668,Yes,9,Sunday,3,58
1126.57,Withdrawal,Mobile,15,643,No,3,Monday,0,23
8396.63,Deposit,Web,10,766,Yes,21,Tuesday,10,24
5431.93,Transfer,Mobile,20,743,No,18,Saturday,6,30
8336.22,Deposit,Web,15,608,Yes,14,Tuesday,21,57
9784.49,Withdrawal,Mobile,17,570,Yes,17,Friday,2,20
5749.89,Transfer,POS Terminal,8,718,Yes,11,Saturday,23,38
6436.37,Transfer,POS Terminal,10,634,Yes,5,Wednesday,16,23
5116.01,Withdrawal,Web,13,794,No,16,Thursday,16,29
9186.21,Withdrawal,Mobile,7,580,Yes,26,Sunday,4,8
6874.35,Deposit,Mobile,16,762,No,25,Saturday,9,48
5711.43,Online Payment,Web,18,648,No,3,Friday,18,22
297.27,Online Payment,POS Terminal,7,590,Yes,14,Friday,1,29
9399.81,Deposit,Mobile,11,529,No,13,Monday,7,39
4042.17,Transfer,POS Terminal,10,520,Yes,6,Monday,13,22
478.26,Deposit,ATM,14,549,Yes,1,Saturday,19,9
6813.45,Deposit,ATM,8,449,No,1,Wednesday,10,35
5700.76,Deposit,ATM,1,626,No,2,Sunday,3,53
8256.36,Deposit,POS Terminal,19,822,No,13,Thursday,12,30
9594.39,Online Payment,Web,3,704,No,17,Friday,0,26
9906.84,Transfer,Mobile,19,694,No,3,Friday,4,4
4574.69,Online Payment,ATM,1,503,No,7,Friday,6,31
9829.94,Deposit,POS Terminal,17,675,No,5,Sunday,0,46
7681.83,Transfer,Mobile,11,737,Yes,8,Saturday,23,28
8274.29,Withdrawal,Mobile,19,740,Yes,1,Wednesday,5,26
8187.76,Transfer,Mobile,5,653,No,25,Saturday,23,37
3948.41,Deposit,Mobile,15,822,No,29,Wednesday,1,32
7096.79,Transfer,POS Terminal,11,320,Yes,18,Saturday,23,39
9523.52,Withdrawal,POS Terminal,12,316,Yes,9,Sunday,4,7
7484.15,Deposit,Mobile,13,731,Yes,27,Monday,22,22
2981.3,Online Payment,Web,14,581,Yes,9,Sunday,16,41
623.69,Deposit,Web,11,836,Yes,8,Saturday,4,27
9742.34,Deposit,ATM,13,627,No,13,Thursday,15,7
4052.68,Transfer,POS Terminal,13,335,Yes,28,Tuesday,8,51
357.91,Withdrawal,POS Terminal,17,653,Yes,4,Saturday,23,4
9053.48,Deposit,Web,2,661,Yes,3,Monday,20,31
5706.35,Deposit,Web,10,795,Yes,6,Monday,10,0
357.86,Online Payment,ATM,7,553,Yes,4,Saturday,18,41
6184.28,Withdrawal,ATM,7,566,Yes,23,Thursday,6,33
2388.03,Withdrawal,POS Terminal,18,584,No,2,Sunday,4,4
6588.78,Transfer,ATM,19,639,Yes,1,Wednesday,4,24
8422.59,Deposit,Web,13,817,No,10,Monday,9,21
8852.39,Transfer,ATM,1,627,No,19,Sunday,7,13
8639.93,Deposit,Mobile,12,812,No,13,Thursday,7,55
1033.62,Withdrawal,ATM,6,475,Yes,9,Sunday,1,54
9926.09,Deposit,Web,4,575,Yes,15,Saturday,1,50
2348.2,Transfer,Web,2,488,Yes,11,Tuesday,10,13
7876.89,Online Payment,Mobile,4,760,Yes,17,Friday,13,52
2117.48,Transfer,ATM,18,764,Yes,3,Monday,21,9
6251.77,Online Payment,Mobile,6,310,No,27,Monday,5,58
5435.29,Withdrawal,POS Terminal,19,367,No,7,Tuesday,6,9
5577.7,Withdrawal,ATM,15,547,Yes,8,Saturday,7,29
1579.17,Withdrawal,Mobile,9,726,Yes,5,Sunday,20,47
1697.68,Deposit,ATM,7,325,Yes,8,Saturday,20,36
2622.29,Withdrawal,ATM,20,469,Yes,12,Wednesday,12,20
6388.18,Withdrawal,POS Terminal,1,451,No,26,Sunday,17,30
1911.45,Withdrawal,Web,12,552,Yes,19,Sunday,14,50
319.53,Online Payment,Mobile,8,336,No,27,Monday,17,0
902.46,Transfer,POS Terminal,4,567,No,3,Monday,10,29
4267.04,Withdrawal,Mobile,3,585,Yes,2,Thursday,8,49
8983.24,Deposit,Mobile,20,455,Yes,13,Thursday,10,13
6003.68,Transfer,Mobile,16,806,Yes,21,Tuesday,2,56
665.77,Online Payment,POS Terminal,8,374,Yes,9,Thursday,0,32
283.79,Transfer,Web,19,534,Yes,14,Friday,11,39
5803.16,Deposit,Web,9,826,No,2,Thursday,8,12
8095.46,Deposit,Mobile,2,692,Yes,27,Monday,10,49
4057.8,Withdrawal,Web,14,439,Yes,3,Monday,3,31
2728.33,Deposit,Web,12,431,Yes,4,Saturday,1,44
6267.84,Online Payment,ATM,7,702,No,24,Friday,21,33
5281.93,Online Payment,Mobile,12,385,Yes,8,Wednesday,12,5
5664.3,Withdrawal,ATM,15,800,Yes,3,Friday,14,14
8293.46,Withdrawal,Web,14,466,No,11,Saturday,16,9
5001.87,Deposit,Web,4,336,No,9,Sunday,23,10
9205.02,Withdrawal,ATM,18,610,No,28,Tuesday,6,47
1782.94,Withdrawal,POS Terminal,17,539,Yes,6,Monday,3,0
2796.73,Online Payment,Mobile,11,562,Yes,12,Sunday,9,51
1147.67,Deposit,Mobile,15,482,No,7,Tuesday,6,16
5692.01,Transfer,Mobile,20,666,No,5,Wednesday,11,39
4569.93,Deposit,ATM,20,544,No,13,Thursday,3,17
7148.91,Deposit,Mobile,19,511,No,5,Wednesday,7,36
7523.58,Deposit,Web,3,515,Yes,21,Tuesday,5,38
6366.08,Transfer,ATM,3,317,No,8,Saturday,7,41
3248.52,Deposit,Mobile,12,783,No,24,Friday,14,32
8227.95,Transfer,ATM,16,563,Yes,14,Tuesday,23,19
3339.7,Deposit,ATM,9,730,No,14,Friday,22,59
405.88,Online Payment,ATM,11,526,No,5,Sunday,20,26
2574.23,Online Payment,ATM,9,637,No,12,Sunday,15,4
2718.83,Transfer,ATM,12,804,No,16,Thursday,3,57
8756.45,Withdrawal,Mobile,13,807,No,21,Tuesday,0,33
6075.82,Online Payment,POS Terminal,20,395,No,2,Thursday,15,50
1617.52,Withdrawal,POS Terminal,20,543,Yes,4,Tuesday,11,5
300.44,Online Payment,POS Terminal,14,578,No,9,Thursday,3,39
683.84,Transfer,ATM,4,792,No,14,Friday,2,7
9445.29,Online Payment,Mobile,8,439,Yes,30,Thursday,8,2
9400.71,Transfer,POS Terminal,12,362,Yes,20,Monday,2,19
8731.01,Deposit,Web,20,406,No,24,Friday,10,45
3847.8,Withdrawal,POS Terminal,10,683,Yes,5,Wednesday,18,34
5670.42,Transfer,POS Terminal,12,464,Yes,30,Thursday,23,48
4854.2,Transfer,Mobile,6,323,Yes,17,Friday,17,49
2306.48,Online Payment,Web,18,671,Yes,7,Tuesday,17,20
716.5,Deposit,ATM,8,680,Yes,23,Thursday,0,12
6926.89,Online Payment,ATM,11,468,Yes,3,Monday,23,22
6648.6,Withdrawal,ATM,7,439,No,24,Friday,9,49
3703.45,Deposit,ATM,12,808,No,7,Friday,22,20
191.95,Transfer,Web,1,666,No,25,Saturday,18,4
6156.34,Transfer,Mobile,16,781,Yes,16,Sunday,2,55
2545.71,Online Payment,Web,14,827,Yes,6,Thursday,9,10
6289.77,Transfer,POS Terminal,13,737,No,23,Thursday,23,25
325.64,Withdrawal,ATM,10,350,Yes,13,Thursday,13,54
7247.74,Online Payment,Mobile,14,537,Yes,9,Thursday,0,49
6748.21,Transfer,ATM,15,651,No,12,Sunday,15,22
2982.33,Withdrawal,POS Terminal,11,567,Yes,28,Tuesday,12,41
6657.07,Transfer,POS Terminal,2,494,Yes,10,Monday,16,43
6960.48,Transfer,Mobile,6,344,Yes,21,Tuesday,6,35
1006.15,Deposit,POS Terminal,6,474,Yes,13,Thursday,17,22
9941.78,Withdrawal,POS Terminal,10,360,Yes,20,Monday,17,22
1547.21,Online Payment,POS Terminal,17,612,Yes,17,Friday,9,42
1222.49,Withdrawal,ATM,2,382,Yes,25,Saturday,7,11
8520.52,Withdrawal,ATM,7,398,No,31,Friday,1,57
771.2,Deposit,Web,3,514,No,6,Thursday,9,38
9808.33,Withdrawal,ATM,8,530,No,4,Saturday,7,40
6936.85,Transfer,ATM,11,772,No,3,Friday,11,44
7205.49,Transfer,POS Terminal,15,468,No,27,Monday,5,22
237.39,Deposit,Mobile,15,487,Yes,16,Sunday,5,30
7724.34,Deposit,Mobile,9,690,No,28,Tuesday,23,7
3136.95,Online Payment,POS Terminal,17,595,Yes,2,Thursday,0,47
979.83,Online Payment,Web,12,457,No,5,Sunday,23,36
7176.91,Withdrawal,POS Terminal,6,493,Yes,20,Monday,21,45
3992.44,Withdrawal,Web,8,441,Yes,19,Sunday,8,29
8852.01,Transfer,POS Terminal,13,327,Yes,14,Tuesday,15,45
7885.53,Deposit,Mobile,18,319,Yes,1,Wednesday,5,45
5353.0,Transfer,ATM,15,361,No,29,Wednesday,17,22
4259.25,Withdrawal,Web,8,629,No,27,Monday,14,4
2869.77,Withdrawal,POS Terminal,2,728,Yes,15,Wednesday,9,25
7565.83,Transfer,Mobile,13,305,No,12,Wednesday,6,2
297.37,Online Payment,Mobile,15,429,Yes,6,Thursday,23,51
4188.49,Online Payment,POS Terminal,12,381,Yes,20,Monday,4,13
8942.53,Deposit,Web,19,452,Yes,4,Tuesday,13,41
3538.48,Withdrawal,ATM,4,420,No,8,Saturday,12,48
4120.02,Deposit,POS Terminal,15,635,No,21,Tuesday,8,20
5922.02,Transfer,Mobile,19,453,Yes,8,Saturday,2,59
8904.66,Transfer,Web,15,732,No,10,Friday,19,40
6889.03,Transfer,Mobile,18,802,No,7,Friday,18,26
1952.21,Deposit,Mobile,10,810,No,20,Monday,15,14
9338.38,Online Payment,ATM,20,738,Yes,29,Wednesday,4,0
1136.67,Withdrawal,POS Terminal,18,438,Yes,16,Sunday,0,36
8222.86,Transfer,Mobile,6,702,No,15,Saturday,4,58
9241.03,Deposit,Web,17,622,Yes,19,Sunday,17,56
797.4,Deposit,ATM,14,425,Yes,6,Monday,20,1
4934.74,Online Payment,POS Terminal,1,662,No,6,Monday,3,40
3070.26,Transfer,POS Terminal,7,508,No,11,Saturday,9,13
1382.84,Withdrawal,POS Terminal,2,652,Yes,3,Monday,23,34
342.94,Deposit,Mobile,16,835,No,13,Monday,11,32
4359.13,Withdrawal,Web,11,745,No,8,Wednesday,15,14
4549.44,Transfer,POS Terminal,20,847,No,14,Tuesday,5,10
298.51,Transfer,ATM,12,634,No,21,Tuesday,12,52
4695.18,Deposit,Mobile,20,526,No,11,Saturday,7,22
9368.96,Withdrawal,Mobile,16,745,No,9,Sunday,19,6
3483.38,Online Payment,Mobile,14,551,Yes,16,Thursday,1,3
7284.4,Withdrawal,Web,6,457,No,4,Tuesday,8,45
5232.95,Withdrawal,Web,10,603,No,30,Thursday,11,30
8809.35,Deposit,Mobile,10,629,No,13,Monday,10,6
1660.47,Transfer,Mobile,2,754,Yes,19,Sunday,6,9
9959.83,Transfer,ATM,15,356,Yes,13,Monday,0,0
8732.23,Withdrawal,Mobile,14,706,Yes,13,Thursday,23,5
1601.28,Withdrawal,ATM,15,632,Yes,18,Saturday,22,17
4820.99,Deposit,Web,9,461,Yes,24,Friday,8,46
3695.32,Transfer,Mobile,3,693,Yes,11,Tuesday,15,53
7893.53,Withdrawal,Web,11,656,Yes,16,Thursday,16,25
1126.04,Transfer,ATM,13,451,Yes,13,Thursday,23,14
3436.57,Deposit,Mobile,1,817,Yes,8,Wednesday,17,42
5502.19,Transfer,Web,20,524,Yes,18,Saturday,14,3
934.36,Withdrawal,ATM,2,784,No,6,Thursday,1,26
7106.83,Online Payment,Mobile,10,688,Yes,2,Thursday,10,31
7212.99,Transfer,POS Terminal,17,636,No,27,Monday,9,1
1331.03,Transfer,Mobile,7,703,No,28,Tuesday,8,39
6584.58,Withdrawal,Web,6,782,No,9,Thursday,18,28
4028.64,Online Payment,ATM,13,646,No,1,Wednesday,20,2
8998.12,Deposit,Mobile,19,407,No,4,Saturday,23,38
2138.0,Transfer,POS Terminal,16,658,No,8,Saturday,7,10
5007.71,Deposit,POS Terminal,10,830,Yes,7,Friday,10,37
4572.9,Deposit,Web,3,496,No,10,Monday,19,38
766.18,Transfer,ATM,16,602,No,9,Sunday,20,27
8834.43,Withdrawal,Mobile,6,445,Yes,10,Friday,1,53
5330.83,Withdrawal,ATM,9,383,No,1,Wednesday,17,54
9155.44,Online Payment,Web,11,560,Yes,4,Saturday,5,54
4319.64,Deposit,ATM,7,623,Yes,13,Thursday,22,7
5338.85,Deposit,ATM,14,369,No,6,Monday,13,59
631.94,Online Payment,POS Terminal,6,635,No,24,Friday,2,26
3164.37,Deposit,POS Terminal,3,640,No,2,Sunday,4,54
6940.09,Withdrawal,Web,1,533,Yes,6,Thursday,23,56
9012.47,Online Payment,ATM,17,437,No,16,Thursday,16,18
507.57,Deposit,POS Terminal,3,447,Yes,2,Sunday,5,2
2860.48,Online Payment,Mobile,3,618,No,13,Monday,16,52
7015.1,Withdrawal,POS Terminal,18,664,No,3,Monday,14,10
1636.01,Online Payment,Web,7,744,No,12,Sunday,20,54
3960.44,Withdrawal,ATM,4,443,Yes,31,Friday,8,9
8345.76,Online Payment,ATM,3,574,No,13,Thursday,1,42
4569.42,Withdrawal,ATM,5,547,No,17,Friday,3,28
8182.45,Deposit,ATM,2,545,No,4,Tuesday,0,37
4686.18,Online Payment,Mobile,7,310,No,20,Monday,3,45
3261.87,Deposit,Mobile,4,650,No,18,Saturday,17,48
3308.84,Deposit,POS Terminal,2,433,Yes,29,Wednesday,12,14
6548.49,Online Payment,POS Terminal,15,817,Yes,20,Monday,23,36
1776.28,Transfer,Mobile,4,668,Yes,8,Saturday,3,13
4725.51,Withdrawal,ATM,16,649,Yes,19,Sunday,1,17
8833.12,Transfer,Web,3,364,No,10,Monday,16,2
6335.99,Transfer,Mobile,2,791,Yes,1,Wednesday,0,40
4873.85,Transfer,Mobile,1,820,No,8,Saturday,13,52
7919.99,Deposit,POS Terminal,17,448,No,11,Tuesday,3,5
2609.11,Deposit,POS Terminal,19,518,Yes,19,Sunday,16,54
5982.5,Transfer,Mobile,17,681,No,2,Sunday,5,58
1270.15,Transfer,Web,18,349,No,12,Sunday,17,3
9661.44,Withdrawal,POS Terminal,11,739,No,6,Monday,8,41
8545.84,Deposit,Web,7,448,Yes,12,Sunday,13,48
1248.49,Withdrawal,ATM,9,848,Yes,3,Monday,19,37
2622.42,Deposit,POS Terminal,1,535,Yes,19,Sunday,5,11
8168.34,Transfer,Mobile,9,699,No,6,Thursday,7,9
1733.6,Online Payment,POS Terminal,10,788,No,10,Monday,14,37
9348.25,Online Payment,Mobile,5,702,No,20,Monday,0,51
450.46,Transfer,Mobile,9,376,No,23,Thursday,8,25
9702.37,Transfer,Mobile,6,667,No,15,Saturday,2,26
8613.56,Withdrawal,Web,17,599,No,14,Friday,18,52
4737.31,Transfer,POS Terminal,8,686,Yes,9,Sunday,6,15
8289.55,Online Payment,Web,15,302,Yes,1,Saturday,11,15
233.19,Deposit,ATM,18,497,No,7,Friday,8,52
7061.81,Deposit,Mobile,7,459,No,24,Friday,16,15
7899.55,Deposit,Mobile,10,760,Yes,23,Thursday,1,35
4025.12,Deposit,ATM,10,364,No,11,Tuesday,20,30
3512.48,Online Payment,POS Terminal,12,830,Yes,9,Sunday,13,54
8174.2,Withdrawal,POS Terminal,12,512,No,11,Saturday,21,0
8419.91,Withdrawal,Mobile,5,365,No,3,Monday,3,1
9079.39,Deposit,Mobile,8,419,Yes,20,Monday,17,39
4237.14,Deposit,Web,7,418,No,3,Monday,19,6
2607.72,Transfer,POS Terminal,6,437,Yes,14,Friday,5,32
8327.81,Online Payment,ATM,12,715,No,5,Wednesday,13,18
6182.08,Transfer,Mobile,11,396,Yes,16,Thursday,16,23
6392.46,Online Payment,ATM,12,638,Yes,12,Sunday,11,15
4340.15,Deposit,Mobile,9,557,No,27,Monday,18,25
6442.09,Deposit,POS Terminal,10,487,No,28,Tuesday,8,49
2017.74,Online Payment,Mobile,12,811,Yes,4,Tuesday,16,48
6221.82,Deposit,POS Terminal,12,506,Yes,21,Tuesday,12,21
3511.6,Online Payment,Mobile,20,552,Yes,30,Thursday,0,56
232.24,Online Payment,POS Terminal,20,635,No,15,Saturday,15,19
9958.34,Transfer,POS Terminal,9,672,No,31,Friday,8,48
4136.13,Withdrawal,Mobile,2,315,No,6,Monday,19,8
6016.67,Transfer,ATM,6,788,Yes,11,Tuesday,14,52
389.77,Withdrawal,ATM,13,582,No,23,Thursday,12,2
8439.24,Transfer,ATM,20,819,Yes,11,Tuesday,20,43
2380.12,Deposit,Web,9,550,Yes,26,Sunday,11,45
8194.45,Deposit,Web,12,302,No,1,Saturday,12,3
2814.29,Transfer,Mobile,11,503,No,5,Sunday,14,35
8319.54,Withdrawal,Web,5,469,No,6,Thursday,1,7
